video,label,block_type,start_frame,end_frame,source
C021_A18_SY15_P07_S02_03DBS.mp4,N1,normal,3301,3597,AIHub
C021_A20_SY16_P07_S14_01DBS.mp4,N1,normal,0,199,AIHub
C021_A20_SY16_P07_S14_01DBS.mp4,A20,action,1800,3359,AIHub
C021_A20_SY16_P07_S14_01DBS.mp4,N1,normal,3360,3600,AIHub
C021_A20_SY15_P07_B01_01DAS.mp4,N1,normal,0,369,AIHub
C021_A20_SY15_P07_B01_01DAS.mp4,A20,action,1980,3449,AIHub
C021_A20_SY15_P07_B01_01DAS.mp4,N1,normal,3450,3598,AIHub
C021_A18_SY16_P01_S08_02DBS.mp4,N1,normal,0,299,AIHub
C021_A18_SY16_P01_S08_02DBS.mp4,A18,action,1810,3299,AIHub
C021_A18_SY16_P01_S08_02DBS.mp4,N1,normal,3300,3597,AIHub
C021_A20_SY15_P07_B09_02DBS.mp4,N1,normal,0,299,AIHub
C021_A20_SY15_P07_B09_02DBS.mp4,A20,action,1770,3369,AIHub
C021_A20_SY15_P07_B09_02DBS.mp4,N1,normal,3370,3597,AIHub
C021_A18_SY16_P01_S01_02DAS.mp4,N1,normal,0,300,AIHub
C021_A18_SY16_P01_S01_02DAS.mp4,A18,action,1861,3370,AIHub
C021_A18_SY16_P01_S01_02DAS.mp4,N1,normal,3371,3597,AIHub
C021_A18_SY16_P07_S12_02NAS.mp4,N1,normal,0,157,AIHub
C021_A18_SY16_P07_S12_02NAS.mp4,A18,action,1571,3273,AIHub
C021_A18_SY16_P07_S12_02NAS.mp4,N1,normal,3274,3600,AIHub
C021_A18_SY17_P01_S04_02DBS.mp4,N1,normal,0,361,AIHub
C021_A18_SY17_P01_S04_02DBS.mp4,A18,action,1861,3343,AIHub
C021_A18_SY17_P01_S04_02DBS.mp4,N1,normal,3344,3597,AIHub
C021_A20_SY16_P07_S09_01DAS.mp4,N1,normal,0,299,AIHub
C021_A20_SY16_P07_S09_01DAS.mp4,A20,action,1675,3299,AIHub
C021_A20_SY16_P07_S09_01DAS.mp4,N1,normal,3300,3597,AIHub
C021_A20_SY15_P01_B03_02NBS.mp4,N1,normal,0,169,AIHub
C021_A20_SY15_P01_B03_02NBS.mp4,A20,action,1560,3349,AIHub
C021_A20_SY15_P01_B03_02NBS.mp4,N1,normal,3350,3598,AIHub
C021_A17_SY15_P01_S06_01DAS.mp4,N1,normal,0,209,AIHub
C021_A17_SY15_P01_S06_01DAS.mp4,A17,action,1700,3299,AIHub
C021_A17_SY15_P01_S06_01DAS.mp4,N1,normal,3300,3597,AIHub
C021_A18_SY15_P07_S02_03DAS.mp4,N1,normal,0,199,AIHub
C021_A18_SY15_P07_S02_03DAS.mp4,A18,action,2000,3596,AIHub
C021_A18_SY15_P07_S07_01DAS.mp4,N1,normal,0,361,AIHub
C021_A18_SY15_P07_S07_01DAS.mp4,A18,action,1837,3236,AIHub
C021_A18_SY15_P07_S07_01DAS.mp4,N1,normal,3237,3597,AIHub
C021_A21_SY16_P07_B07_02DAS.mp4,N1,normal,0,364,AIHub
C021_A21_SY16_P07_B07_02DAS.mp4,A17,action,1812,3299,AIHub
C021_A21_SY16_P07_B07_02DAS.mp4,N1,normal,3300,3598,AIHub
C021_A19_SY16_P01_B08_01DAS.mp4,N1,normal,0,99,AIHub
C021_A19_SY16_P01_B08_01DAS.mp4,A19,action,1600,3249,AIHub
C021_A19_SY16_P01_B08_01DAS.mp4,N1,normal,3250,3597,AIHub
C021_A18_SY17_P07_S02_01DBS.mp4,N1,normal,0,180,AIHub
C021_A18_SY17_P07_S02_01DBS.mp4,A18,action,2001,3540,AIHub
C021_A18_SY17_P07_S02_01DBS.mp4,N1,normal,3541,3597,AIHub
C021_A18_SY15_P07_S03_01DBS.mp4,N1,normal,0,299,AIHub
C021_A18_SY15_P07_S03_01DBS.mp4,A18,action,1800,3399,AIHub
C021_A18_SY15_P07_S03_01DBS.mp4,N1,normal,3400,3597,AIHub
C021_A21_SY15_P01_B09_01DBS.mp4,N1,normal,0,299,AIHub
C021_A21_SY15_P01_B09_01DBS.mp4,A21,action,1830,3419,AIHub
C021_A21_SY15_P01_B09_01DBS.mp4,N1,normal,3420,3597,AIHub
C021_A18_SY17_P07_S03_03DBS.mp4,N1,normal,0,300,AIHub
C021_A18_SY17_P07_S03_03DBS.mp4,A18,action,1821,3360,AIHub
C021_A18_SY17_P07_S03_03DBS.mp4,N1,normal,3361,3597,AIHub
C021_A18_SY17_P01_S02_01DAS.mp4,N1,normal,0,340,AIHub
C021_A18_SY17_P01_S02_01DAS.mp4,A18,action,1961,3320,AIHub
C021_A18_SY17_P01_S02_01DAS.mp4,N1,normal,3321,3597,AIHub
C021_A18_SY16_P07_S12_03NAS.mp4,N1,normal,0,307,AIHub
C021_A18_SY16_P07_S12_03NAS.mp4,A18,action,1760,3418,AIHub
C021_A18_SY16_P07_S12_03NAS.mp4,N1,normal,3419,3600,AIHub
C021_A18_SY15_P01_S01_01DBS.mp4,N1,normal,0,299,AIHub
C021_A18_SY15_P01_S01_01DBS.mp4,A18,action,1900,3299,AIHub
C021_A18_SY15_P01_S01_01DBS.mp4,N1,normal,3300,3597,AIHub
C021_A20_SY15_P07_B12_01NBS.mp4,N1,normal,0,287,AIHub
C021_A20_SY15_P07_B12_01NBS.mp4,A20,action,1740,3329,AIHub
C021_A20_SY15_P07_B12_01NBS.mp4,N1,normal,3330,3600,AIHub
C021_A18_SY15_P01_S01_01DAS.mp4,N1,normal,0,299,AIHub
C021_A18_SY15_P01_S01_01DAS.mp4,A18,action,1900,3349,AIHub
C021_A18_SY15_P01_S01_01DAS.mp4,N1,normal,3350,3597,AIHub
C021_A18_SY15_P01_S07_02DAS.mp4,N1,normal,0,149,AIHub
C021_A18_SY15_P01_S07_02DAS.mp4,A18,action,1670,3319,AIHub
C021_A18_SY15_P01_S07_02DAS.mp4,N1,normal,3320,3597,AIHub
C021_A18_SY15_P07_S14_03DAS.mp4,N1,normal,0,318,AIHub
C021_A18_SY15_P07_S14_03DAS.mp4,A18,action,1836,3465,AIHub
C021_A18_SY15_P07_S14_03DAS.mp4,N1,normal,3466,3600,AIHub
C021_A19_SY16_P01_S02_01DAS.mp4,N1,normal,0,199,AIHub
C021_A19_SY16_P01_S02_01DAS.mp4,A19,action,1730,3199,AIHub
C021_A19_SY16_P01_S02_01DAS.mp4,N1,normal,3200,3597,AIHub
C021_A18_SY17_P01_S04_01DBS.mp4,N1,normal,0,436,AIHub
C021_A18_SY17_P01_S04_01DBS.mp4,A18,action,1827,3379,AIHub
C021_A18_SY17_P01_S04_01DBS.mp4,N1,normal,3380,3597,AIHub
C021_A18_SY15_P01_B11_01DBS.mp4,N1,normal,0,89,AIHub
C021_A18_SY15_P01_B11_01DBS.mp4,A18,action,1650,3309,AIHub
C021_A18_SY15_P01_B11_01DBS.mp4,N1,normal,3310,3597,AIHub
C021_A20_SY17_P01_S01_01DAS.mp4,N1,normal,0,189,AIHub
C021_A20_SY17_P01_S01_01DAS.mp4,A20,action,1750,3149,AIHub
C021_A20_SY17_P01_S01_01DAS.mp4,N1,normal,3150,3597,AIHub
C021_A18_SY16_P07_S08_03DAS.mp4,N1,normal,0,268,AIHub
C021_A18_SY16_P07_S08_03DAS.mp4,A18,action,1675,3304,AIHub
C021_A18_SY16_P07_S08_03DAS.mp4,N1,normal,3305,3597,AIHub
C021_A20_SY15_P01_S06_01DBS.mp4,N1,normal,0,264,AIHub
C021_A20_SY15_P01_S06_01DBS.mp4,A20,action,1750,3361,AIHub
C021_A20_SY15_P01_S06_01DBS.mp4,N1,normal,3362,3597,AIHub
C021_A18_SY16_P01_S01_02DBS.mp4,N1,normal,0,300,AIHub
C021_A18_SY16_P01_S01_02DBS.mp4,A18,action,1861,3370,AIHub
C021_A18_SY16_P01_S01_02DBS.mp4,N1,normal,3371,3597,AIHub
C021_A18_SY17_P07_S02_02DBS.mp4,N1,normal,0,240,AIHub
C021_A18_SY17_P07_S02_02DBS.mp4,A18,action,1821,3480,AIHub
C021_A18_SY17_P07_S02_02DBS.mp4,N1,normal,3481,3597,AIHub
C021_A21_SY15_P01_B02_01DAS.mp4,N1,normal,0,319,AIHub
C021_A21_SY15_P01_B02_01DAS.mp4,A21,action,1800,3329,AIHub
C021_A21_SY15_P01_B02_01DAS.mp4,N1,normal,3330,3597,AIHub
C021_A18_SY15_P01_S01_02DAS.mp4,N1,normal,0,299,AIHub
C021_A18_SY15_P01_S01_02DAS.mp4,A18,action,1750,3299,AIHub
C021_A18_SY15_P01_S01_02DAS.mp4,N1,normal,3300,3597,AIHub
C021_A19_SY16_P01_S01_01DAS.mp4,N1,normal,0,299,AIHub
C021_A19_SY16_P01_S01_01DAS.mp4,A19,action,1800,3349,AIHub
C021_A19_SY16_P01_S01_01DAS.mp4,N1,normal,3350,3597,AIHub
C021_A20_SY15_P01_B04_02DBS.mp4,N1,normal,0,249,AIHub
C021_A20_SY15_P01_B04_02DBS.mp4,A20,action,1730,3319,AIHub
C021_A20_SY15_P01_B04_02DBS.mp4,N1,normal,3320,3598,AIHub
C021_A19_SY15_P01_B10_01DBS.mp4,N1,normal,0,179,AIHub
C021_A19_SY15_P01_B10_01DBS.mp4,A19,action,1720,3299,AIHub
C021_A19_SY15_P01_B10_01DBS.mp4,N1,normal,3300,3597,AIHub
C021_A19_SY16_P07_B06_01DAS.mp4,N1,normal,0,219,AIHub
C021_A19_SY16_P07_B06_01DAS.mp4,A19,action,1580,3319,AIHub
C021_A19_SY16_P07_B06_01DAS.mp4,N1,normal,3320,3597,AIHub
C021_A20_SY32_P01_S05_02DAS.mp4,N1,normal,0,314,AIHub
C021_A20_SY32_P01_S05_02DAS.mp4,A20,action,1882,3429,AIHub
C021_A20_SY32_P01_S05_02DAS.mp4,N1,normal,3430,3597,AIHub
C021_A20_SY15_P01_S05_02DAS.mp4,N1,normal,0,149,AIHub
C021_A20_SY15_P01_S05_02DAS.mp4,A20,action,1717,3339,AIHub
C021_A20_SY15_P01_S05_02DAS.mp4,N1,normal,3340,3597,AIHub
C021_A20_SY15_P07_B10_01DBS.mp4,N1,normal,0,369,AIHub
C021_A20_SY15_P07_B10_01DBS.mp4,A20,action,1880,3429,AIHub
C021_A20_SY15_P07_B10_01DBS.mp4,N1,normal,3430,3597,AIHub
C021_A20_SY16_P07_S07_01DBS.mp4,N1,normal,0,490,AIHub
C021_A20_SY16_P07_S07_01DBS.mp4,A20,action,1916,3509,AIHub
C021_A20_SY16_P07_S07_01DBS.mp4,N1,normal,3510,3597,AIHub
C021_A17_SY15_P07_S13_01NAS.mp4,N1,normal,0,360,AIHub
C021_A17_SY15_P07_S13_01NAS.mp4,A17,action,1895,3473,AIHub
C021_A17_SY15_P07_S13_01NAS.mp4,N1,normal,3474,3600,AIHub
C021_A20_SY16_P01_S11_02DBS.mp4,N1,normal,0,299,AIHub
C021_A20_SY16_P01_S11_02DBS.mp4,A20,action,1814,3299,AIHub
C021_A20_SY16_P01_S11_02DBS.mp4,N1,normal,3300,3597,AIHub
C021_A20_SY15_P01_S07_01DBS.mp4,N1,normal,0,274,AIHub
C021_A20_SY15_P01_S07_01DBS.mp4,A20,action,1880,3407,AIHub
C021_A20_SY15_P01_S07_01DBS.mp4,N1,normal,3408,3597,AIHub
C021_A18_SY15_P01_S10_02DBS.mp4,N1,normal,0,299,AIHub
C021_A18_SY15_P01_S10_02DBS.mp4,A18,action,1700,3339,AIHub
C021_A18_SY15_P01_S10_02DBS.mp4,N1,normal,3340,3597,AIHub
C021_A18_SY15_P07_S03_03DAS.mp4,N1,normal,0,399,AIHub
C021_A18_SY15_P07_S03_03DAS.mp4,A18,action,1850,3149,AIHub
C021_A18_SY15_P07_S03_03DAS.mp4,N1,normal,3150,3597,AIHub
C021_A20_SY16_P07_S07_01DAS.mp4,N1,normal,0,327,AIHub
C021_A20_SY16_P07_S07_01DAS.mp4,A20,action,1745,3349,AIHub
C021_A20_SY16_P07_S07_01DAS.mp4,N1,normal,3350,3597,AIHub
C021_A20_SY15_P07_B09_01DAS.mp4,N1,normal,0,229,AIHub
C021_A20_SY15_P07_B09_01DAS.mp4,A20,action,1800,3299,AIHub
C021_A20_SY15_P07_B09_01DAS.mp4,N1,normal,3300,3597,AIHub
C021_A18_SY16_P01_S11_01DBS.mp4,N1,normal,0,299,AIHub
C021_A18_SY16_P01_S11_01DBS.mp4,A18,action,1817,3299,AIHub
C021_A18_SY16_P01_S11_01DBS.mp4,N1,normal,3300,3597,AIHub
C021_A18_SY15_P01_S06_01DBS.mp4,N1,normal,0,49,AIHub
C021_A18_SY15_P01_S06_01DBS.mp4,A18,action,1700,3259,AIHub
C021_A18_SY15_P01_S06_01DBS.mp4,N1,normal,3260,3597,AIHub
C021_A18_SY16_P07_S12_01NAS.mp4,N1,normal,0,252,AIHub
C021_A18_SY16_P07_S12_01NAS.mp4,A18,action,1782,3424,AIHub
C021_A18_SY16_P07_S12_01NAS.mp4,N1,normal,3425,3600,AIHub
C021_A21_SY15_P07_B08_01DBS.mp4,N1,normal,0,349,AIHub
C021_A21_SY15_P07_B08_01DBS.mp4,A21,action,1810,3349,AIHub
C021_A21_SY15_P07_B08_01DBS.mp4,N1,normal,3350,3597,AIHub
C021_A19_SY15_P07_B06_02DBS.mp4,N1,normal,0,299,AIHub
C021_A19_SY15_P07_B06_02DBS.mp4,A19,action,1770,3299,AIHub
C021_A19_SY15_P07_B06_02DBS.mp4,N1,normal,3300,3597,AIHub
C021_A21_SY32_P01_S06_01DAS.mp4,N1,normal,0,335,AIHub
C021_A21_SY32_P01_S06_01DAS.mp4,A21,action,1840,3439,AIHub
C021_A21_SY32_P01_S06_01DAS.mp4,N1,normal,3440,3597,AIHub
C021_A20_SY15_P07_B02_02DBS.mp4,N1,normal,0,299,AIHub
C021_A20_SY15_P07_B02_02DBS.mp4,A20,action,1760,3399,AIHub
C021_A20_SY15_P07_B02_02DBS.mp4,N1,normal,3400,3598,AIHub
C021_A21_SY16_P07_B03_02DAS.mp4,A17,action,1700,3299,AIHub
C021_A21_SY16_P07_B03_02DAS.mp4,N1,normal,3300,3597,AIHub
C021_A19_SY15_P07_B09_02DBS.mp4,N1,normal,0,299,AIHub
C021_A19_SY15_P07_B09_02DBS.mp4,A19,action,1810,3299,AIHub
C021_A19_SY15_P07_B09_02DBS.mp4,N1,normal,3300,3597,AIHub
C021_A20_SY16_P01_S03_02NAS.mp4,N1,normal,0,230,AIHub
C021_A20_SY16_P01_S03_02NAS.mp4,A20,action,1691,3200,AIHub
C021_A20_SY16_P01_S03_02NAS.mp4,N1,normal,3201,3597,AIHub
C021_A21_SY16_P07_B11_01NAS.mp4,N1,normal,0,199,AIHub
C021_A21_SY16_P07_B11_01NAS.mp4,A21,action,1690,3259,AIHub
C021_A21_SY16_P07_B11_01NAS.mp4,N1,normal,3260,3601,AIHub
C021_A18_SY16_P01_S08_01DBS.mp4,N1,normal,0,299,AIHub
C021_A18_SY16_P01_S08_01DBS.mp4,A18,action,1861,3299,AIHub
C021_A18_SY16_P01_S08_01DBS.mp4,N1,normal,3300,3597,AIHub
C021_A18_SY16_P01_S04_02DAS.mp4,N1,normal,0,550,AIHub
C021_A18_SY16_P01_S04_02DAS.mp4,A18,action,1971,3480,AIHub
C021_A18_SY16_P01_S04_02DAS.mp4,N1,normal,3481,3597,AIHub
C021_A18_SY16_P07_S11_03NAS.mp4,N1,normal,0,292,AIHub
C021_A18_SY16_P07_S11_03NAS.mp4,A18,action,1777,3552,AIHub
C021_A18_SY16_P07_S11_03NAS.mp4,N1,normal,3553,3600,AIHub
C021_A18_SY15_P07_S07_02DBS.mp4,N1,normal,0,338,AIHub
C021_A18_SY15_P07_S07_02DBS.mp4,A18,action,1909,3364,AIHub
C021_A18_SY15_P07_S07_02DBS.mp4,N1,normal,3365,3597,AIHub
C021_A21_SY17_P01_S01_01DAS.mp4,N1,normal,0,400,AIHub
C021_A21_SY17_P01_S01_01DAS.mp4,A21,action,1832,3335,AIHub
C021_A21_SY17_P01_S01_01DAS.mp4,N1,normal,3336,3597,AIHub
C021_A19_SY17_P07_S02_01DAS.mp4,N1,normal,0,299,AIHub
C021_A19_SY17_P07_S02_01DAS.mp4,A19,action,1800,3596,AIHub
C021_A20_SY32_P01_S08_02DAS.mp4,N1,normal,0,211,AIHub
C021_A20_SY32_P01_S08_02DAS.mp4,A20,action,1688,3319,AIHub
C021_A20_SY32_P01_S08_02DAS.mp4,N1,normal,3320,3597,AIHub
C021_A21_SY15_P01_B10_01DBS.mp4,N1,normal,0,259,AIHub
C021_A21_SY15_P01_B10_01DBS.mp4,A21,action,1800,3379,AIHub
C021_A21_SY15_P01_B10_01DBS.mp4,N1,normal,3380,3597,AIHub
C021_A19_SY16_P01_S02_01DBS.mp4,N1,normal,0,339,AIHub
C021_A19_SY16_P01_S02_01DBS.mp4,A19,action,1850,3419,AIHub
C021_A19_SY16_P01_S02_01DBS.mp4,N1,normal,3420,3597,AIHub
C021_A18_SY15_P07_S08_01DAS.mp4,N1,normal,0,299,AIHub
C021_A18_SY15_P07_S08_01DAS.mp4,A18,action,1800,3349,AIHub
C021_A18_SY15_P07_S08_01DAS.mp4,N1,normal,3350,3597,AIHub
C021_A19_SY17_P01_S01_01DAS.mp4,N1,normal,0,199,AIHub
C021_A19_SY17_P01_S01_01DAS.mp4,A19,action,1650,3299,AIHub
C021_A19_SY17_P01_S01_01DAS.mp4,N1,normal,3300,3597,AIHub
C021_A21_SY15_P07_B02_01DBS.mp4,N1,normal,0,99,AIHub
C021_A21_SY15_P07_B02_01DBS.mp4,A21,action,2000,3459,AIHub
C021_A21_SY15_P07_B02_01DBS.mp4,N1,normal,3460,3597,AIHub
C021_A18_SY16_P01_S03_02NBS.mp4,N1,normal,0,300,AIHub
C021_A18_SY16_P01_S03_02NBS.mp4,A18,action,1801,3299,AIHub
C021_A18_SY16_P01_S03_02NBS.mp4,N1,normal,3300,3597,AIHub
C021_A21_SY15_P01_B01_01DAS.mp4,N1,normal,0,169,AIHub
C021_A21_SY15_P01_B01_01DAS.mp4,A21,action,1670,3169,AIHub
C021_A21_SY15_P01_B01_01DAS.mp4,N1,normal,3170,3597,AIHub
C021_A19_SY16_P01_B09_01DAS.mp4,N1,normal,0,259,AIHub
C021_A19_SY16_P01_B09_01DAS.mp4,A19,action,1790,3399,AIHub
C021_A19_SY16_P01_B09_01DAS.mp4,N1,normal,3400,3597,AIHub
C021_A20_SY15_P01_S05_01DAS.mp4,N1,normal,0,299,AIHub
C021_A20_SY15_P01_S05_01DAS.mp4,A20,action,1850,3384,AIHub
C021_A20_SY15_P01_S05_01DAS.mp4,N1,normal,3385,3597,AIHub
C021_A20_SY15_P07_B14_02DBS.mp4,N1,normal,0,219,AIHub
C021_A20_SY15_P07_B14_02DBS.mp4,A20,action,1740,3339,AIHub
C021_A20_SY15_P07_B14_02DBS.mp4,N1,normal,3340,3600,AIHub
C021_A19_SY15_P01_B01_01DAS.mp4,A19,action,1950,3399,AIHub
C021_A19_SY15_P01_B01_01DAS.mp4,N1,normal,3400,3597,AIHub
C021_A18_SY16_P01_S03_01NAS.mp4,N1,normal,0,410,AIHub
C021_A18_SY16_P01_S03_01NAS.mp4,A18,action,1901,3360,AIHub
C021_A18_SY16_P01_S03_01NAS.mp4,N1,normal,3361,3597,AIHub
C021_A19_SY15_P07_B11_02NAS.mp4,N1,normal,0,229,AIHub
C021_A19_SY15_P07_B11_02NAS.mp4,A19,action,1780,3329,AIHub
C021_A19_SY15_P07_B11_02NAS.mp4,N1,normal,3330,3597,AIHub
C021_A17_SY15_P01_S08_01DAS.mp4,N1,normal,0,269,AIHub
C021_A17_SY15_P01_S08_01DAS.mp4,A17,action,1730,3429,AIHub
C021_A17_SY15_P01_S08_01DAS.mp4,N1,normal,3430,3597,AIHub
C021_A20_SY16_P01_S01_02DBS.mp4,N1,normal,0,210,AIHub
C021_A20_SY16_P01_S01_02DBS.mp4,A20,action,1651,3170,AIHub
C021_A20_SY16_P01_S01_02DBS.mp4,N1,normal,3171,3597,AIHub
C021_A18_SY15_P07_S02_02DBS.mp4,N1,normal,0,249,AIHub
C021_A18_SY15_P07_S02_02DBS.mp4,A18,action,1750,3349,AIHub
C021_A18_SY15_P07_S02_02DBS.mp4,N1,normal,3350,3597,AIHub
C021_A21_SY16_P07_S14_01DAS.mp4,N1,normal,0,169,AIHub
C021_A21_SY16_P07_S14_01DAS.mp4,A21,action,1650,3299,AIHub
C021_A21_SY16_P07_S14_01DAS.mp4,N1,normal,3300,3600,AIHub
C021_A20_SY32_P01_S07_02DBS.mp4,N1,normal,0,184,AIHub
C021_A20_SY32_P01_S07_02DBS.mp4,A20,action,1706,3306,AIHub
C021_A20_SY32_P01_S07_02DBS.mp4,N1,normal,3307,3597,AIHub
C021_A18_SY16_P01_S04_01DBS.mp4,N1,normal,0,310,AIHub
C021_A18_SY16_P01_S04_01DBS.mp4,A18,action,1841,3330,AIHub
C021_A18_SY16_P01_S04_01DBS.mp4,N1,normal,3331,3597,AIHub
C021_A19_SY15_P01_B06_01DBS.mp4,N1,normal,0,299,AIHub
C021_A19_SY15_P01_B06_01DBS.mp4,A19,action,1895,3479,AIHub
C021_A19_SY15_P01_B06_01DBS.mp4,N1,normal,3480,3597,AIHub
C021_A21_SY16_P07_B06_01DBS.mp4,N1,normal,0,309,AIHub
C021_A21_SY16_P07_B06_01DBS.mp4,A21,action,1820,3339,AIHub
C021_A21_SY16_P07_B06_01DBS.mp4,N1,normal,3340,3598,AIHub
C021_A20_SY16_P01_S09_02DBS.mp4,N1,normal,0,299,AIHub
C021_A20_SY16_P01_S09_02DBS.mp4,A20,action,1824,3299,AIHub
C021_A20_SY16_P01_S09_02DBS.mp4,N1,normal,3300,3597,AIHub
C021_A19_SY16_P07_B09_01DAS.mp4,N1,normal,0,239,AIHub
C021_A19_SY16_P07_B09_01DAS.mp4,A19,action,1780,3409,AIHub
C021_A19_SY16_P07_B09_01DAS.mp4,N1,normal,3410,3597,AIHub
C021_A19_SY16_P01_S04_01DAS.mp4,N1,normal,0,299,AIHub
C021_A19_SY16_P01_S04_01DAS.mp4,A19,action,1760,3369,AIHub
C021_A19_SY16_P01_S04_01DAS.mp4,N1,normal,3370,3597,AIHub
C021_A18_SY16_P07_S02_01DBS.mp4,N1,normal,0,400,AIHub
C021_A18_SY16_P07_S02_01DBS.mp4,A18,action,1881,3380,AIHub
C021_A18_SY16_P07_S02_01DBS.mp4,N1,normal,3381,3597,AIHub
C021_A17_SY15_P01_S04_01DAS.mp4,N1,normal,0,308,AIHub
C021_A17_SY15_P01_S04_01DAS.mp4,A17,action,1751,3275,AIHub
C021_A17_SY15_P01_S04_01DAS.mp4,N1,normal,3276,3597,AIHub
C021_A18_SY16_P07_S13_02NBS.mp4,N1,normal,0,179,AIHub
C021_A18_SY16_P07_S13_02NBS.mp4,A18,action,1825,3379,AIHub
C021_A18_SY16_P07_S13_02NBS.mp4,N1,normal,3380,3600,AIHub
C021_A21_SY15_P01_B13_01NAS.mp4,A21,action,1550,3119,AIHub
C021_A21_SY15_P01_B13_01NAS.mp4,N1,normal,3120,3608,AIHub
C021_A20_SY15_P07_B01_01DBS.mp4,N1,normal,0,379,AIHub
C021_A20_SY15_P07_B01_01DBS.mp4,A20,action,1980,3449,AIHub
C021_A20_SY15_P07_B01_01DBS.mp4,N1,normal,3450,3598,AIHub
C021_A20_SY15_P07_B08_02DAS.mp4,N1,normal,0,229,AIHub
C021_A20_SY15_P07_B08_02DAS.mp4,A20,action,1700,3249,AIHub
C021_A20_SY15_P07_B08_02DAS.mp4,N1,normal,3250,3597,AIHub
C021_A21_SY17_P07_S02_01DAS.mp4,N1,normal,0,391,AIHub
C021_A21_SY17_P07_S02_01DAS.mp4,A21,action,1935,3370,AIHub
C021_A21_SY17_P07_S02_01DAS.mp4,N1,normal,3371,3596,AIHub
C021_A21_SY15_P01_B01_01DBS.mp4,N1,normal,0,349,AIHub
C021_A21_SY15_P01_B01_01DBS.mp4,A21,action,1850,3349,AIHub
C021_A21_SY15_P01_B01_01DBS.mp4,N1,normal,3350,3597,AIHub
C021_A18_SY15_P01_S10_01DAS.mp4,N1,normal,0,249,AIHub
C021_A18_SY15_P01_S10_01DAS.mp4,A18,action,2050,3369,AIHub
C021_A18_SY15_P01_S10_01DAS.mp4,N1,normal,3370,3597,AIHub
C021_A21_SY16_P07_B08_01DAS.mp4,N1,normal,0,299,AIHub
C021_A21_SY16_P07_B08_01DAS.mp4,A21,action,1750,3329,AIHub
C021_A21_SY16_P07_B08_01DAS.mp4,N1,normal,3330,3597,AIHub
C021_A20_SY15_P07_B13_02NBS.mp4,N1,normal,0,179,AIHub
C021_A20_SY15_P07_B13_02NBS.mp4,A20,action,1680,3279,AIHub
C021_A20_SY15_P07_B13_02NBS.mp4,N1,normal,3280,3600,AIHub
C021_A18_SY15_P07_S13_03NAS.mp4,N1,normal,0,133,AIHub
C021_A18_SY15_P07_S13_03NAS.mp4,A18,action,1667,3385,AIHub
C021_A18_SY15_P07_S13_03NAS.mp4,N1,normal,3386,3600,AIHub
C021_A21_SY32_P01_S05_01DAS.mp4,N1,normal,0,317,AIHub
C021_A21_SY32_P01_S05_01DAS.mp4,A21,action,1851,3382,AIHub
C021_A21_SY32_P01_S05_01DAS.mp4,N1,normal,3383,3597,AIHub
C021_A18_SY16_P07_S07_02DAS.mp4,N1,normal,0,415,AIHub
C021_A18_SY16_P07_S07_02DAS.mp4,A18,action,1879,3361,AIHub
C021_A18_SY16_P07_S07_02DAS.mp4,N1,normal,3362,3597,AIHub
C021_A18_SY15_P07_S10_03DAS.mp4,N1,normal,0,299,AIHub
C021_A18_SY15_P07_S10_03DAS.mp4,A18,action,1750,3419,AIHub
C021_A18_SY15_P07_S10_03DAS.mp4,N1,normal,3420,3597,AIHub
C021_A19_SY16_P07_S07_01DBS.mp4,N1,normal,0,299,AIHub
C021_A19_SY16_P07_S07_01DBS.mp4,A19,action,1822,3358,AIHub
C021_A19_SY16_P07_S07_01DBS.mp4,N1,normal,3359,3597,AIHub
C021_A18_SY15_P07_S02_02DAS.mp4,N1,normal,0,299,AIHub
C021_A18_SY15_P07_S02_02DAS.mp4,A18,action,1650,3249,AIHub
C021_A18_SY15_P07_S02_02DAS.mp4,N1,normal,3250,3596,AIHub
C021_A20_SY16_P01_S08_02DAS.mp4,N1,normal,0,299,AIHub
C021_A20_SY16_P01_S08_02DAS.mp4,A20,action,1851,3299,AIHub
C021_A20_SY16_P01_S08_02DAS.mp4,N1,normal,3300,3597,AIHub
C021_A20_SY15_P01_S02_01DAS.mp4,N1,normal,0,399,AIHub
C021_A20_SY15_P01_S02_01DAS.mp4,A20,action,1900,3399,AIHub
C021_A20_SY15_P01_S02_01DAS.mp4,N1,normal,3400,3597,AIHub
C021_A20_SY17_P07_S01_01DAS.mp4,N1,normal,0,469,AIHub
C021_A20_SY17_P07_S01_01DAS.mp4,A20,action,1942,3409,AIHub
C021_A20_SY17_P07_S01_01DAS.mp4,N1,normal,3410,3596,AIHub
C021_A17_SY15_P01_S03_01NAS.mp4,N1,normal,0,299,AIHub
C021_A17_SY15_P01_S03_01NAS.mp4,A17,action,1700,3299,AIHub
C021_A17_SY15_P01_S03_01NAS.mp4,N1,normal,3300,3597,AIHub
C021_A21_SY15_P01_B11_01DAS.mp4,N1,normal,0,239,AIHub
C021_A21_SY15_P01_B11_01DAS.mp4,A21,action,1850,3349,AIHub
C021_A21_SY15_P01_B11_01DAS.mp4,N1,normal,3350,3597,AIHub
C021_A21_SY17_P01_S01_01DBS.mp4,N1,normal,0,199,AIHub
C021_A21_SY17_P01_S01_01DBS.mp4,A21,action,1700,3199,AIHub
